ZIP,CITY,COUNTY,STATEID,STATE,LAT,LNG,TIMEZONE,MEDIAN_AGE,POPULATION,POPCHANGE#,POPCHANGE%,DENSITY_PER_KM,HOUSING_UNITS,HOMESCHANGE#,HOMESCHANGE%,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MEDINCCHANGE#,MEDINCCHANGE%,200K_MORE_%,MEAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,IN_LABOR_FORCE_%,FERTILITY_RATE_%,VOTING_POPULATION,BELOW_POVERTY_LEVEL_%,EDU_HS_OR_ABOVE_%,EDU_BS_OR_AVOVE_%,M_PER_100_F,AGE_UNDER_18_%,AGE_65_OR_ABOVE_%,RACE_WHITE_%,RACE_BLACK_%,RACE_ASIAN_%,CLUSTER,CLUS_NAME
26033,Cameron,Marshall,WV,West Virginia,39.83103,-80.57741,America/New_York,47.0,2854,179,0.06691588785046729,12.6,1035,-7,-0.00671785028790787,102200,34643,979,0.029081511406844108,1.3,48953,20789,37.9,0.0,2259,16.2,86.3,12.7,100.3,20.8,25.3,99.4,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26038,Glen Dale,Marshall,WV,West Virginia,39.96472,-80.72372,America/New_York,58.1,2884,158,0.05796038151137198,167.1,1023,62,0.06451612903225806,142800,56894,6505,0.12909563595229118,9.2,85736,37637,50.3,1.0,2424,4.6,93.6,37.1,91.6,16.0,29.3,98.6,0.6,0.0,3,"Older, Employed, Lower Educated, Middle Income"
26041,Moundsville,Marshall,WV,West Virginia,39.89944000000001,-80.70824,America/New_York,43.7,16068,-57,-0.003534883720930233,101.8,4758,-88,-0.018159306644655385,95300,39585,58,0.001467351430667645,1.0,49904,20760,51.9,0.0,12686,13.1,90.3,13.3,91.0,21.0,18.4,97.2,1.1,0.1,3,"Older, Employed, Lower Educated, Middle Income"
26101,Parkersburg,Wood,WV,West Virginia,39.23905,-81.57619,America/New_York,39.7,30016,-253,-0.008358386468003569,392.2,7437,13,0.0017510775862068966,85300,34160,999,0.0301257501281626,1.3,48437,20751,53.0,7.000000000000001,22811,22.3,86.7,13.9,86.0,23.7,17.4,94.8,1.9,0.3,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26104,Parkersburg,Wood,WV,West Virginia,39.27568,-81.47851999999997,America/New_York,44.2,16570,391,0.02416713023054577,174.1,5091,94,0.01881128677206324,116900,48248,1650,0.035409245031975616,2.7,62944,28261,56.2,6.2,13283,9.4,92.4,27.3,98.5,19.8,21.9,97.0,0.6,0.8,3,"Older, Employed, Lower Educated, Middle Income"
26105,Vienna,Wood,WV,West Virginia,39.32991,-81.52136,America/New_York,44.0,11822,-132,-0.01104232892755563,379.6,3916,-121,-0.029972752043596732,132500,46230,-1624,-0.033936557027625686,5.6,73552,33386,57.2,6.2,9481,7.9,94.3,31.6,91.1,19.5,23.2,95.3,1.2,1.8,3,"Older, Employed, Lower Educated, Middle Income"
26143,Elizabeth,Wirt,WV,West Virginia,39.05665,-81.37043,America/New_York,44.5,4535,174,0.039899105709699616,12.1,1563,10,0.00643915003219575,83700,38874,2283,0.062392391571697965,0.6,50162,20814,47.2,4.8,3508,15.2,86.4,9.2,97.9,22.6,18.9,97.6,1.2,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26150,Mineral Wells,Wood,WV,West Virginia,39.15677,-81.53653,America/New_York,39.4,6118,-235,-0.036990398237053364,52.6,1905,-66,-0.0334855403348554,162900,62664,5766,0.10133923863756196,2.2,74165,30319,59.9,10.5,4608,7.2,92.9,22.8,89.1,23.5,16.1,96.4,0.1,0.4,2,"Middle Aged, Employed, Educated, Higher Income"
26155,New Martinsville,Wetzel,WV,West Virginia,39.63217,-80.76541999999998,America/New_York,46.3,8033,-168,-0.020485306669918303,28.8,2530,-175,-0.06469500924214418,96900,40950,-618,-0.014867205542725172,1.6,56317,24185,46.4,8.3,6229,16.9,85.5,13.3,93.5,22.3,23.5,98.3,0.0,0.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26159,Paden City,Wetzel,WV,West Virginia,39.60215,-80.92752,America/New_York,46.2,2999,-73,-0.02376302083333333,627.8,870,30,0.03571428571428571,84300,44360,-354,-0.007916983495102205,0.0,49454,21194,48.3,4.8,2367,18.4,86.0,7.9,98.0,20.8,22.5,98.5,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26164,Ravenswood,Jackson,WV,West Virginia,38.98877,-81.7171,America/New_York,42.8,8213,-303,-0.035580084546735564,29.8,2273,-81,-0.03440951571792693,97500,35112,2011,0.06075345155735476,2.8,51310,20938,46.1,0.6,6239,12.3,88.7,16.8,92.7,23.9,21.7,97.6,0.0,0.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26170,Saint Marys,Pleasants,WV,West Virginia,39.35963,-81.17228,America/New_York,43.2,5924,3,0.0005066711704104037,22.6,1831,-30,-0.016120365394948953,105500,46522,1130,0.024894254494184,1.9,65231,24417,52.6,2.7,4785,12.3,88.3,13.9,126.0,19.2,17.5,98.6,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
26175,Sistersville,Tyler,WV,West Virginia,39.53905,-80.96461,America/New_York,46.3,3597,135,0.0389948006932409,28.5,1006,51,0.05340314136125655,98200,42888,1665,0.04039007350265628,2.2,64316,26039,48.3,0.8999999999999999,2827,8.8,90.7,18.5,98.6,20.2,21.4,96.8,0.4,1.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26181,Washington,Wood,WV,West Virginia,39.20644,-81.67222,America/New_York,47.2,6092,-131,-0.0210509400610638,61.9,2235,-48,-0.02102496714848883,144500,61058,305,0.005020328214244564,1.3,70359,29491,57.0,0.7000000000000001,5085,7.9,90.4,21.6,97.6,16.4,20.5,99.7,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
26187,Williamstown,Wood,WV,West Virginia,39.36857,-81.44836,America/New_York,45.0,6605,139,0.021497061552737395,114.4,2242,80,0.03700277520814061,143300,66250,1308,0.02014104893597364,5.5,80749,33659,63.2,4.9,5186,6.3,93.6,28.5,99.1,21.3,19.2,98.2,0.6,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
26201,Buckhannon,Upshur,WV,West Virginia,39.00049,-80.20387,America/New_York,41.7,19924,-451,-0.02213496932515337,42.4,5393,-184,-0.03299264837726376,123100,41691,-2892,-0.06486777471233429,1.5,55333,22184,54.1,5.2,16029,14.4,84.3,19.7,98.7,19.0,18.9,97.3,1.5,0.1,3,"Older, Employed, Lower Educated, Middle Income"
26205,Craigsville,Nicholas,WV,West Virginia,38.32663,-80.65024,America/New_York,41.8,3279,154,0.049280000000000004,55.0,948,-13,-0.013527575442247659,80800,38319,2097,0.0578929932085473,2.7,52266,19854,45.8,0.0,2408,11.5,85.5,16.2,107.8,26.6,20.5,100.0,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26206,Cowen,Webster,WV,West Virginia,38.43954,-80.53941999999998,America/New_York,40.4,3254,58,0.0181476846057572,15.6,902,-31,-0.03322615219721329,58300,21451,1170,0.05768946304422859,0.5,44140,18933,48.2,9.4,2418,37.1,81.3,6.7,97.0,25.7,19.5,99.8,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26218,French Creek,Upshur,WV,West Virginia,38.84498,-80.26628000000002,America/New_York,41.1,3166,81,0.026256077795786058,15.1,1037,82,0.08586387434554972,92000,35361,-4899,-0.12168405365126675,0.0,48117,18369,50.7,2.6,2144,26.3,80.5,10.8,104.0,32.3,16.4,97.5,0.0,0.5,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26288,Webster Springs,Webster,WV,West Virginia,38.49679,-80.36309,America/New_York,48.3,3420,-306,-0.0821256038647343,6.0,1016,-139,-0.12034632034632035,77500,39694,3315,0.09112400010995354,0.7,46924,20372,43.8,2.5,2736,9.0,76.7,14.4,94.9,20.0,22.2,99.3,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26301,Clarksburg,Harrison,WV,West Virginia,39.28976,-80.37938,America/New_York,40.1,29792,-457,-0.015107937452477769,158.4,7813,-205,-0.025567473185332996,88200,41105,3812,0.10221757434371062,2.3,55520,23175,57.8,4.3,23093,15.6,87.5,17.4,95.6,22.3,16.4,94.5,2.1,0.4,3,"Older, Employed, Lower Educated, Middle Income"
26330,Bridgeport,Harrison,WV,West Virginia,39.28658,-80.22100999999998,America/New_York,42.6,14815,318,0.021935572877146998,76.7,4871,217,0.04662655779974216,191700,75829,6439,0.09279435077100448,8.1,96665,40410,67.2,2.6,11528,4.3,94.3,42.1,92.2,21.5,17.9,96.1,1.2,1.6,2,"Middle Aged, Employed, Educated, Higher Income"
26351,Glenville,Gilmer,WV,West Virginia,38.93372,-80.85361,America/New_York,35.6,4914,33,0.006760909649661954,23.3,860,28,0.03365384615384615,100800,31917,-5449,-0.14582775785473426,0.8,51117,16736,35.4,5.5,4085,20.2,81.2,18.3,164.8,13.0,13.3,71.4,18.2,0.6,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26362,Harrisville,Ritchie,WV,West Virginia,39.14968,-81.05944000000002,America/New_York,47.3,3481,106,0.031407407407407405,12.4,938,38,0.042222222222222223,107400,36714,-2132,-0.05488338567677496,1.9,51666,21825,50.3,7.8,2729,14.4,79.6,12.5,108.9,20.9,21.9,99.5,0.1,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26378,Jane Lew,Lewis,WV,West Virginia,39.12154,-80.43715999999998,America/New_York,37.4,4764,269,0.05984427141268076,23.7,1314,126,0.10606060606060606,155300,49762,1131,0.02325677037280747,1.7,65596,23963,56.4,15.0,3467,16.7,92.6,19.7,100.8,24.8,17.7,98.6,0.1,0.0,4,"Younger, Employed, Lower Educated, Low Income"
26385,Lost Creek,Harrison,WV,West Virginia,39.15932,-80.35533000000002,America/New_York,44.7,4104,350,0.09323388385721897,24.3,1416,191,0.1559183673469388,120800,60445,5695,0.10401826484018263,1.2,67783,26711,55.7,3.8,3195,4.9,88.0,18.0,96.8,22.1,19.6,99.4,0.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
26408,Mount Clare,Harrison,WV,West Virginia,39.20337,-80.29786999999997,America/New_York,41.7,2739,-260,-0.08669556518839612,36.5,925,-71,-0.07128514056224901,165200,65096,2252,0.03583476545095793,3.7,78088,30825,63.0,4.4,2094,1.6,90.9,27.0,96.6,23.4,15.8,96.7,1.6,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
26415,Pennsboro,Ritchie,WV,West Virginia,39.29707,-80.9377,America/New_York,40.7,3860,-160,-0.03980099502487562,15.1,986,-78,-0.07330827067669173,86200,44573,1743,0.040695773990193786,0.0,50404,19055,44.4,5.1,3274,12.8,79.6,8.1,113.4,15.2,17.7,96.7,2.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26416,Philippi,Barbour,WV,West Virginia,39.1617,-80.02164,America/New_York,40.0,8210,300,0.03792667509481669,21.1,2163,171,0.0858433734939759,110400,31700,817,0.026454683806625003,0.7,50983,21894,51.9,3.0,6767,21.5,86.8,19.5,97.7,17.3,19.2,95.1,1.7,1.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26426,Salem,Harrison,WV,West Virginia,39.28724,-80.56387,America/New_York,43.8,7634,205,0.027594561852200838,20.5,2227,40,0.018289894833104708,94500,44239,3485,0.08551307847082495,1.5,58852,21375,45.4,8.7,6052,9.7,84.3,21.5,110.2,20.0,22.3,95.9,2.0,0.5,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26431,Shinnston,Harrison,WV,West Virginia,39.39874,-80.29536999999998,America/New_York,47.2,5645,26,0.004627157857269977,61.7,1979,68,0.035583464154892726,102500,43819,4352,0.11026933894139407,0.7,53137,23881,53.9,5.9,4568,10.3,85.3,13.8,89.4,19.1,23.4,97.6,0.1,0.4,3,"Older, Employed, Lower Educated, Middle Income"
26452,Weston,Lewis,WV,West Virginia,39.03719,-80.51402,America/New_York,42.9,8796,-49,-0.005539853024307519,29.9,2367,-6,-0.0025284450063211127,85900,37352,1475,0.04111269058170973,0.9,49975,20856,51.8,6.1,6979,14.3,88.9,13.9,96.4,20.2,20.4,97.7,0.3,0.6,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26456,West Union,Doddridge,WV,West Virginia,39.27989,-80.77338,America/New_York,47.2,3428,-278,-0.07501349163518617,9.5,1073,-45,-0.04025044722719141,105700,42906,3750,0.0957707631014404,2.0,56367,23542,48.5,6.0,2841,11.9,76.4,14.7,99.0,16.5,19.5,98.2,0.0,0.2,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26571,Farmington,Marion,WV,West Virginia,39.51904,-80.25538,America/New_York,41.6,2501,88,0.036469125569830084,46.7,771,17,0.022546419098143238,70000,49330,4183,0.09265288945001884,2.6,59860,21916,54.3,8.0,1821,16.7,79.4,11.1,106.0,26.9,12.5,95.5,4.1,0.2,3,"Older, Employed, Lower Educated, Middle Income"
26582,Mannington,Marion,WV,West Virginia,39.52976,-80.38167,America/New_York,44.6,4534,-454,-0.09101844426623898,20.6,1399,-150,-0.09683666881859264,78300,41019,-1325,-0.03129132816928018,0.7,54129,21584,53.3,1.0,3511,13.3,86.4,10.2,90.0,22.3,21.2,99.4,0.0,0.2,3,"Older, Employed, Lower Educated, Middle Income"
26601,Sutton,Braxton,WV,West Virginia,38.62919,-80.6564,America/New_York,42.1,4848,-136,-0.027287319422150885,14.4,1336,-46,-0.03328509406657019,109600,41419,1731,0.0436151985486797,0.3,54434,20919,49.6,6.7,3871,14.9,85.0,17.2,121.7,20.0,17.9,97.2,1.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
26651,Summersville,Nicholas,WV,West Virginia,38.32431,-80.87245,America/New_York,43.1,9618,-252,-0.02553191489361702,15.4,3125,-73,-0.022826766729205757,102700,40744,-1299,-0.030896938848321964,2.2,58030,25393,55.1,3.1,7673,10.3,83.0,19.1,92.2,19.2,19.1,95.1,1.3,0.8,3,"Older, Employed, Lower Educated, Middle Income"
40006,Bedford,Trimble,KY,Kentucky,38.59161,-85.32669,America/New_York,41.0,4638,-370,-0.0738817891373802,21.5,1478,-29,-0.019243530192435302,111800,50847,12722,0.3336918032786885,1.2,58478,24304,59.9,5.1,3545,17.0,82.1,10.5,98.6,23.0,17.6,99.3,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40008,Bloomfield,Nelson,KY,Kentucky,37.91631,-85.27638,America/New_York,45.6,3394,-220,-0.06087437742114001,17.0,1063,-84,-0.07323452484742808,152400,47798,-3535,-0.06886408353300995,2.4,63741,25601,58.3,0.4,2722,9.0,77.3,13.3,96.1,19.7,15.9,96.7,2.8,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40019,Eminence,Henry,KY,Kentucky,38.37989,-85.1718,America/New_York,41.1,3633,-105,-0.02808988764044944,39.0,849,-4,-0.004689331770222743,118800,36554,-3497,-0.08731367506429302,1.2,56348,23343,60.3,1.1,2770,19.4,81.3,7.4,92.3,22.4,16.4,82.0,8.5,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40031,La Grange,Oldham,KY,Kentucky,38.42771,-85.39478000000003,America/New_York,38.7,24922,325,0.013212993454486321,132.7,5815,165,0.02920353982300885,214300,74480,4296,0.06121053231505756,4.8,87828,27717,54.3,10.0,18939,7.4,89.6,25.0,130.0,22.4,12.0,88.6,6.4,0.9,2,"Middle Aged, Employed, Educated, Higher Income"
40045,Milton,Trimble,KY,Kentucky,38.68995,-85.3602,America/New_York,45.8,3384,181,0.05650952232282235,23.4,1092,28,0.02631578947368421,95600,45944,-3280,-0.06663416219730213,3.1,64951,29872,62.3,3.1,2721,7.6,83.8,12.2,111.9,19.4,15.8,94.7,0.0,0.2,3,"Older, Employed, Lower Educated, Middle Income"
40057,Pleasureville,Henry,KY,Kentucky,38.38941,-85.0423,America/New_York,39.9,3292,13,0.003964623360780726,13.3,967,41,0.044276457883369334,115400,49583,-2230,-0.043039391658464085,0.8,56091,24417,64.9,3.6,2576,13.2,79.2,11.0,103.5,21.4,16.0,99.0,0.8,0.0,4,"Younger, Employed, Lower Educated, Low Income"
40065,Shelbyville,Shelby,KY,Kentucky,38.21651,-85.20683000000002,America/New_York,37.5,30587,228,0.0075101287921209535,61.3,6974,63,0.009115902184922588,172200,59402,2107,0.0367745876603543,4.0,73494,27825,68.2,6.4,21057,9.5,85.1,22.6,92.6,25.7,14.2,85.2,8.9,0.5,2,"Middle Aged, Employed, Educated, Higher Income"
40067,Simpsonville,Shelby,KY,Kentucky,38.2218,-85.36684,America/New_York,34.4,5499,131,0.024403874813710882,45.8,1421,64,0.04716285924834193,250700,83377,3135,0.03906931532115352,13.9,117688,40899,66.2,6.1,4009,6.8,92.1,36.1,96.9,23.1,12.3,86.2,5.3,2.1,2,"Middle Aged, Employed, Educated, Higher Income"
40069,Springfield,Washington,KY,Kentucky,37.71603,-85.21602,America/New_York,39.9,8543,-74,-0.008587675525124754,16.8,2288,38,0.016888888888888887,105800,48274,2649,0.05806027397260274,1.8,57616,22355,64.0,2.8000000000000003,6316,11.9,87.1,19.5,92.7,24.8,17.0,87.7,7.3,1.1,4,"Younger, Employed, Lower Educated, Low Income"
40311,Carlisle,Nicholas,KY,Kentucky,38.32373,-84.02449,America/New_York,39.6,7419,41,0.005557061534291136,15.7,1987,-116,-0.05515929624346172,85300,39955,945,0.024224557805690848,1.7,55307,21275,54.6,5.6000000000000005,5490,17.9,80.8,10.2,90.6,25.6,17.1,97.0,1.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40312,Clay City,Powell,KY,Kentucky,37.85236,-83.9309,America/New_York,39.3,5306,-245,-0.044136191677175286,40.1,1378,-117,-0.0782608695652174,82200,29167,3672,0.1440282408315356,0.2,45100,18623,48.1,3.9,4019,20.6,77.7,12.6,91.2,24.0,12.3,97.5,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40313,Clearfield,Rowan,KY,Kentucky,38.13046,-83.42092,America/New_York,28.8,3381,-108,-0.030954428202923476,31.9,592,-17,-0.027914614121510674,81300,29982,-1462,-0.04649535682483145,0.0,34914,13769,55.0,10.1,2397,31.6,72.4,17.9,89.0,27.6,9.9,93.4,1.9,0.6,5,"Young, Employed, Lower Educated, Low Income"
40322,Frenchburg,Menifee,KY,Kentucky,37.93704,-83.63355,America/New_York,44.0,2976,-40,-0.013262599469496022,11.0,884,-5,-0.00562429696287964,75900,40410,5410,0.15457142857142858,0.0,45326,18568,52.8,8.799999999999997,2353,19.4,77.0,12.0,107.4,20.9,18.9,99.5,0.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40324,Georgetown,Scott,KY,Kentucky,38.24674,-84.55326,America/New_York,35.4,46379,832,0.01826684523678837,102.9,11845,377,0.032874084408789674,169600,66601,1495,0.022962553374496972,4.2,82035,30674,71.0,5.3,33129,9.0,90.2,28.8,97.8,26.2,10.7,87.3,4.9,1.1,2,"Middle Aged, Employed, Educated, Higher Income"
40330,Harrodsburg,Mercer,KY,Kentucky,37.7896,-84.89166999999998,America/New_York,43.4,19370,81,0.004199284566333143,33.7,5609,97,0.017597968069666185,138900,46609,1221,0.02690138362562792,1.8,60151,24750,61.3,5.1,14877,12.3,83.5,16.8,98.7,21.9,17.7,92.2,4.0,0.7,3,"Older, Employed, Lower Educated, Middle Income"
40336,Irvine,Estill,KY,Kentucky,37.68573,-83.98617,America/New_York,41.4,12665,-226,-0.01753161120161353,24.5,3475,-15,-0.004297994269340974,74200,29704,1346,0.0474645602651809,1.4,42145,17547,49.4,6.9,9854,30.9,75.1,10.2,96.2,22.1,17.0,98.3,0.2,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40337,Jeffersonville,Montgomery,KY,Kentucky,37.95348,-83.85639,America/New_York,38.9,4962,58,0.011827079934747143,36.8,1558,-12,-0.007643312101910828,96100,38508,4254,0.12418987563496235,0.0,48870,19331,54.8,6.2,3657,20.9,76.7,9.7,100.6,25.9,13.7,99.2,0.0,0.0,4,"Younger, Employed, Lower Educated, Low Income"
40342,Lawrenceburg,Anderson,KY,Kentucky,38.00322,-84.98494000000002,America/New_York,40.6,21632,41,0.0018989393728868513,43.3,6388,84,0.0133248730964467,138400,52119,-2143,-0.0394935682429693,2.1,62772,25013,64.2,7.3,16222,8.0,88.4,20.1,93.2,24.1,14.5,95.6,2.4,0.7,3,"Older, Employed, Lower Educated, Middle Income"
40347,Midway,Woodford,KY,Kentucky,38.15843,-84.7156,America/New_York,40.3,2722,-26,-0.009461426491994178,30.5,739,17,0.023545706371191136,192200,61380,2585,0.04396632366697849,6.0,84948,32912,68.1,3.7,2053,4.5,90.5,41.4,78.6,21.2,13.8,89.1,3.3,0.2,2,"Middle Aged, Employed, Educated, Higher Income"
40351,Morehead,Rowan,KY,Kentucky,38.20548,-83.4164,America/New_York,31.7,21064,216,0.010360706062931695,31.7,4643,28,0.006067172264355363,129500,38255,1092,0.029384064795630063,2.5,52244,19842,51.7,3.1,16957,16.9,83.6,28.0,92.9,17.8,13.7,96.6,1.4,0.8,5,"Young, Employed, Lower Educated, Low Income"
40353,Mount Sterling,Montgomery,KY,Kentucky,38.06565,-83.94762,America/New_York,39.1,22568,208,0.009302325581395349,57.7,5402,434,0.08735909822866345,125400,42981,2225,0.054593188732947294,1.7,56790,22038,57.2,4.4,17035,15.7,85.3,18.7,97.9,23.9,15.4,93.4,3.5,0.0,4,"Younger, Employed, Lower Educated, Low Income"
40356,Nicholasville,Jessamine,KY,Kentucky,37.87301,-84.56447,America/New_York,38.5,43303,825,0.019421818353029804,111.8,10047,61,0.006108551972761867,165300,55280,2508,0.04752520275903888,6.0,78476,29364,64.6,6.4,31581,15.0,85.8,27.8,93.3,25.4,13.7,92.4,4.2,1.0,2,"Middle Aged, Employed, Educated, Higher Income"
40359,Owenton,Owen,KY,Kentucky,38.48922,-84.81944,America/New_York,42.4,6381,-106,-0.01634037305379991,12.0,1747,17,0.009826589595375723,99300,45025,2902,0.06889347862213042,1.0,50889,20792,50.6,7.6,4950,10.7,85.6,10.0,91.9,22.4,17.6,96.7,0.2,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40360,Owingsville,Bath,KY,Kentucky,38.15445,-83.76738,America/New_York,35.7,6609,-82,-0.012255268270811538,17.3,1627,-77,-0.04518779342723005,78200,45703,5399,0.13395692735212386,3.4,62828,23618,57.1,6.9,4715,14.9,80.6,14.4,97.0,27.7,15.3,96.3,0.5,0.5,4,"Younger, Employed, Lower Educated, Low Income"
40361,Paris,Bourbon,KY,Kentucky,38.20598,-84.2273,America/New_York,41.9,18375,133,0.007290867229470452,27.2,4640,124,0.02745792736935341,146500,49053,4694,0.1058184359431006,2.4,64688,26445,63.1,5.6000000000000005,13571,11.6,85.3,19.2,92.1,22.5,17.7,90.0,7.8,0.4,3,"Older, Employed, Lower Educated, Middle Income"
40370,Sadieville,Scott,KY,Kentucky,38.39837,-84.52641,America/New_York,42.2,2680,164,0.06518282988871224,12.8,941,113,0.13647342995169082,190600,59957,-3793,-0.05949803921568628,2.4,72489,29321,63.2,0.0,2049,3.9,86.1,21.8,95.3,22.7,13.7,98.3,0.0,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
40371,Salt Lick,Bath,KY,Kentucky,38.0816,-83.59875,America/New_York,42.6,3235,14,0.004346476249611922,14.7,987,67,0.07282608695652174,73300,33190,2357,0.07644406966561801,0.2,41626,16070,46.8,5.9,2528,18.9,73.5,6.9,87.4,21.9,12.8,98.7,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40379,Stamping Ground,Scott,KY,Kentucky,38.3134,-84.68719,America/New_York,42.6,3504,14,0.0040114613180515755,20.0,957,66,0.07407407407407407,144000,46823,3073,0.07024,2.4,65070,26304,65.2,5.2,2646,7.7,86.4,17.7,98.6,23.9,13.5,97.3,2.3,0.2,3,"Older, Employed, Lower Educated, Middle Income"
40380,Stanton,Powell,KY,Kentucky,37.82391,-83.77924,America/New_York,38.4,6835,193,0.0290575127973502,22.3,1899,155,0.08887614678899082,81400,41835,1210,0.02978461538461538,1.5,50188,19781,50.4,5.6000000000000005,5032,17.4,79.4,14.4,98.3,25.0,16.1,95.9,0.5,1.8,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40383,Versailles,Woodford,KY,Kentucky,38.01264000000001,-84.73985,America/New_York,41.8,23404,103,0.0044204111411527405,56.5,6463,140,0.022141388581369603,191900,61820,415,0.006758407295822816,4.7,79091,31326,66.4,5.1,17079,10.6,89.1,32.0,94.9,23.5,16.3,91.3,4.4,0.3,2,"Middle Aged, Employed, Educated, Higher Income"
40385,Waco,Madison,KY,Kentucky,37.73668,-84.13247,America/New_York,41.4,2682,113,0.04398598676527832,25.6,847,78,0.10143042912873862,81800,40802,-355,-0.008625507204120806,0.0,49328,20956,62.7,12.6,2130,19.1,82.7,8.7,127.3,20.6,20.9,98.8,1.2,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40390,Wilmore,Jessamine,KY,Kentucky,37.8534,-84.67166999999998,America/New_York,29.9,7374,-73,-0.009802605075869478,112.2,1175,-77,-0.061501597444089465,149500,51356,2009,0.0407116947332158,4.5,65750,21382,55.0,5.1,5561,16.7,89.3,45.1,101.3,21.3,15.0,88.2,3.0,3.6,5,"Young, Employed, Lower Educated, Low Income"
40391,Winchester,Clark,KY,Kentucky,37.96943,-84.14517,America/New_York,42.2,35381,16,0.0004524247136999858,56.9,9204,264,0.029530201342281882,138700,51352,2486,0.050873818196701184,2.6,65353,26148,59.9,4.5,26999,11.0,86.0,21.5,95.4,22.8,16.8,92.7,5.1,0.5,3,"Older, Employed, Lower Educated, Middle Income"
40403,Berea,Madison,KY,Kentucky,37.56945,-84.2712,America/New_York,36.2,24575,-570,-0.022668522569099226,80.3,6339,-96,-0.014918414918414918,130600,46106,3869,0.09160214977389493,0.8,56788,22219,62.7,6.2,18201,14.7,84.9,24.8,98.7,24.5,13.1,94.7,2.3,0.5,4,"Younger, Employed, Lower Educated, Low Income"
